page_content,page_time
"
　　原标题：有困难找警察？ 美国10岁女童询问数学题获解答
　　中新网2月22日电 据“中央社”报道，俗话说“有困难，找警察”，美国俄亥俄州马立昂警察局的社交网站账号，日前接获10岁女童询问数学习题的解法，而警察也耐心解答，对话截图引起网络疯传。不过，这名警察给出的答案似乎出现了错误。
　　报道称，马立昂警察局指出，17日晚间接获罕见的儿童求救案例，当事人是一名年仅10岁，就读五年级的女童，她发送讯息向马立昂警察局社交账号寻求协助。
　　女童母亲德瑞波提供的对话截图显示，警方透过私信答复问道：“有什么事？”德瑞波的女儿蕾娜则写道：“我的功课需要一点帮忙。”
　　对于警方进一步询问是哪方面的问题时，她写道：“我不明白 （8 + 29） x 15”。
　　截图画面显示，接下来警方回答，要先把括号里面的答案算出来，也就是变成37乘以15。
　　不过，蕾娜的问题并没有到此停止。她紧接着又问了另一个问题：“如果题目是（90 + 27） + （29 + 15） x 2，我应该先算哪边？因为你说要把括号里的先算出来。”
　　警方回答：“把第一个括号与第二个括号内答案加起来乘以2，从左边算到右边就可以了。”
　　然而，这些截图画面在网络流传之后，警察提供的解答方式，后来被网友指正是不对的。
　　马立昂警察局称，这是警局第一次碰到有小朋友拿功课问题来脸书专页求助，“但不管怎样，我们的使命就是服务并且保护人民。或许在帮她解答之前，应该先声明一下我最喜欢的科目其实是历史。现在我们知道了！”
　　德瑞波17日在社交网站分享了蕾娜向警方问数学功课的对话截图，并写道：“感谢马立昂警察局真诚地建立与小区民众的互动关系。”
责任编辑：李伟山 
",201702221534
"
　　原标题：“竹岛日”抗议集会在日本驻韩使馆前接连举行　　
　　中新网2月22日电 据日媒报道，本月22日，在韩国首尔的日本大使馆前，多个主张竹岛（韩国称独岛）是韩国领土的市民团体接连举行集会，抗议日本松江市的“竹岛日”仪式。
　　据报道，当天，从数十人到超过百人，不同规模的市民团体轮番集会，向日本方面大声抗议“立即中止妄动”等。
　　此外，每周三举行的慰安妇问题相关抗议集会也于当天举行，为参加集会而一早抵达现场的大学生等也在旁关注了抗议“竹岛日”仪式的集会。
　　据了解，对于日本政府连续5年派遣政务官参加“竹岛日”仪式，韩国外交部发言人21日称“将坚决应对日本的不当主张”。
责任编辑：李伟山 
",201702221624
"
　　原标题：朝鲜驻马使馆连续发表声明质疑马方调查
　　朝鲜驻马来西亚大使馆22日下午继续发出声明，对马来西亚外交部此前所表明的“马方调查中立、客观，希望朝鲜方面与马方合作推动调查”进行了反驳，同时也对马方调查提出质疑，并呼吁马方释放此前抓捕的嫌疑人。
　　声明中说：调查应该着重确认死者死亡的原因，同时搜集两名女性嫌疑人的犯罪证据，但马方却首先将嫌疑指向朝鲜公民。在鉴定死者身份方面，马方没有遵从朝鲜方面的认定，反而是按照韩国方面所声称的来确定死者姓名和身份，还要求死者亲属前来认领遗体和做DNA比对。这对朝鲜主权是极端的侮辱，也违反国际法和外交惯例，同时也说明马来西亚已经在这一事件上倾向支持韩国。
　　朝鲜驻马使馆也对警方的调查进展提出自己的质疑，并呼吁马方立刻释放所抓捕的两名越南、印尼籍女子和一名朝鲜籍男子。“马来西亚方面的调查是基于流出的监控录像视频，说视频中女嫌疑人用自己的双手涂抹毒剂抹向被害人，那为何嫌疑人自己却没有中毒？这说明他们所使用的液体并无毒性，死者死于其他原因。”
　　声明还说，事件发生已经过去10天，马来西亚警方却没有从被捕的嫌疑人身上获得任何证据。为避免马来西亚方面遭受韩国或外国媒体的无端指控，马方在调查中应该更尊重朝方的意愿。（央视记者 梁慧 朱雪松 窦筠韵 骆魏）
责任编辑：李伟山 
",201702221753
"
　　原标题：日本公务员“忍者日”穿忍者服上班，说好的忍着不笑呢
　　[观察者网 文/赵雯珺] 论会玩，我只服日本。
　　“忍者”是在古代日本，被特殊机构施以特殊“忍术训练”，而产生出来的特战杀手、特战间谍。日本为了发扬具有代表性的“忍者”文化，将2月22日定为“忍者日”。每年的今天，日本全国各地都会举办各种相关活动，以吸引观光客并扩大忍者粉丝群。
截图来自‘忍者日执行委员会’
　　在花样百出的活动里，最吸引眼球的当属日本滋贺县甲贺市了。作为“忍者发源地”的甲贺市，公务员这几天组团穿忍者服上班了……


　　从20日开始，直至24日，甲贺市约有30名公务员分别穿上了红色、黄色、蓝色、黑色的忍者服装进行日常工作。这已经是公务员们第三个年头为了迎接忍者日而“变身”了，今年除了观光企划推进部门外，工商政策部门和广告部门也加入其中。扮成忍者的职员们，接电话、对着电脑打字、向上级汇报工作的模样，引人发笑。


　　观光企划推进部门的负责人牧野辰哉在接受采访时说道：“今年把别的部门同事也喊来一起扮忍者了，大家一定要来忍者的故乡甲贺市玩啊！”
　　工商政策部门职员、50岁的生水出景子这样说道：“第一次穿忍者的服装，果然有点羞羞的啊，但如果这样做就能让大家想起作为忍者故乡的甲贺市，我还是挺开心的。”

　　另一位职员说：“可能因为变成了忍者，工作速度都变快了呢。”

　　嗯…怎么说呢……职员真正想表达的可能是：

　　对于这件事儿，日本的吃瓜群众也乐开了花：
这样的职场真是绝了（笑）
羡慕
想在这个职场工作（高中时候的梦想就是变成忍者）　
看起来好欢乐
被强迫感扑面而来
超现实主义（笑）
我四岁的女儿兴致勃勃地说： 等我长大了，要在这里工作 有梦想了呢
　
　
　　
责任编辑：李伟山 
",201702221936
"
　　原标题：日右翼议员要政府将钓鱼岛提交国际仲裁

　　[环球时报-环球网报道 记者 姚丽娟] 南海仲裁闹剧早已偃旗息鼓，日本国内一拨民族主义者却又在叫嚣把中国固有领土钓鱼岛的领土主权闹上国际法庭。据菲律宾《每日问询者报》22日报道，日本石垣市议员东池田嘉行呼吁中央政府政府搞“东海仲裁”争取钓鱼岛主权。
　　据《每日问询者报》报道，东池田嘉行宣称，越来越多的中国舰船“入侵”钓鱼岛周边海域，中国海警船护航渔船进入周边海域，日本政府必须尽快采取行动并做出决定。东池田嘉行称，“中国在南海扩建岛礁，修飞机跑道，他们或将在东海做同样的事”。报道称，若日本做出相关行动必会触发地区冲突，并招致经济报复，但东池田嘉行坚称，现在是时候该阻止中国的“扩张主义”了，应该在国际法庭证明日本拥有钓鱼岛主权的合法性。
　　报道援引石垣市市长中山义隆的话说，中央政府同意在石垣市部署监控部队，但大多是航空自卫队。中央政府因担心“会帮中国制造在周边海域部署军舰的理由”，暂时未决定是否在石垣市部署陆上自卫队。中山义隆希望中央政府能为在钓鱼岛建可供石垣市民生存的生活设施亮绿灯。
　　东池田嘉行曾在2012年参与一小拨日本民族主义者组织的“登岛”行动，而“东海仲裁”也并非首次在日本舆论中出现。2016年7月，南海仲裁闹剧后，日本媒体曾报道说，执政的自民党东海资源开发委员会基本决定，要求政府根据国际海洋法公约向国际仲裁法庭提起仲裁程序，以使中国停止在东海进行油气开发。
　　上海外国语大学日本文化经济学院教授廉德瑰22日接受环球时报-环球网记者采访时表示，2016年日本自民党内部提出就东海油气开发进行所谓“东海仲裁”，这主要是资源问题，关乎的是东海划分。而如果就钓鱼岛的主权提交国际仲裁，情况就完全不同，日本政府不会做出这么傻的事。这就和捡钱包的问题一样，捡了钱包的人不会告上法院，要求法院裁判钱包是谁的，只有丢了钱包的人才会去告。日本认为，钓鱼岛处于他们的实际控制下，如果闹上国际法庭结果不一定有利于他们。
责任编辑：李伟山 
",201702221754
"
原标题：“反华从娃娃抓起” 起底日本军国主义幼儿园
视频截图
　　视频里的孩子们在日本大阪塚本幼儿园接受教育。这家幼儿园最近颇受关注。园方不仅将写着“带有邪念的在日韩国人和支那人（日本右翼对中国人的蔑称）”的材料散发给家长，还把包含“讨厌韩国人和中国人”内容的信交给有韩国血统的家长。大阪府教育厅接到举报后，认为这涉嫌歧视，问询园方。
　　这家与日本阿帕（APA）酒店并称“爱国邪教”的幼儿园到底在教孩子什么？园方与日本首相安倍晋三有何关系？家长又有何反应？请看新华社记者的调查。
　　“讨厌韩国人和中国人”
　　塚本幼儿园是大阪府学校法人森友学园下属的私立幼儿园，位于大阪市淀川区。
　　在这家幼儿园2015年的运动会视频中，孩子们比赛前宣誓：“将日本作为恶人的中国和韩国要改弦更张。安倍首相加油！”
　　园方散发写着“带有邪念的在日韩国人和支那人”的材料，给有韩国血统的家长包含“讨厌韩国人和中国人”内容的信。大阪府教育厅去年12月接到举报，今年1月12日派人走访这家幼儿园，与园长夫妇面谈。
　　园方承认散发了材料。森友学园理事长、塚本幼儿园园长笼池泰典辩称：“没有歧视意图。”
　　笼池泰典的妻子笼池谆子是幼儿园副园长。她在给家长亲笔信中写道：“我没有歧视。我是讨厌韩国人和中国人。”

　　针对园方这些举动，大阪府教育厅正在研究采取行政指导等措施。
　　细思恐极的“战前教育”
　　塚本幼儿园以“让孩子成为引领日本的人才”为名，请人向家长和孩子们演讲。这些人多为与安倍关系密切的右翼文人和评论家。右翼人士田母神俊雄称赞说：“真切感受到塚本幼儿园确实在实施塑造日本人的教育。”
　　这家幼儿园到底在怎样塑造日本人呢？
　　在这家幼儿园，孩子们日常演奏的是《军舰进行曲》和《爱国进行曲》等日本战前军歌。
　　网上一段视频显示，孩子们在相当于靖国神社地方分部的大阪护国神社背诵《教育敕语》，演唱《同期之樱》等战前军歌。

　　《教育敕语》是日本战前军国主义教育一大重要支柱，1948年被日本国会废除。塚本幼儿园却自2001年将其列为教育内容。日本文部科学省官员2006年就指出背诵《教育敕语》不恰当。
　　《同期之樱》则是日本神风特攻队员传唱的歌曲，希望人们像飘落的樱花那样为天皇殉国。
　　塚本幼儿园不仅在主页上设“靖国神社崇敬奉赞会”链接、介绍日本皇室与自卫队的活动，还要孩子们到机场等地迎接皇族、参加自卫队的活动。

　　园长笼池泰典是日本最大右翼团体“日本会议”大阪支部代表和运营委员。这一右翼团体慨叹日本教育的“荒废”，在纲领的第一条就提出：“我们继承我国悠久历史培育的传统和文化，期待国民都拥有健全的国民精神。”笼池泰典正利用他掌控的教育机构落实其教育理念。
　　安倍夫人“感动得要落泪”
　　安倍晋三的夫人安倍昭惠2014年4月到访这家幼儿园时，园长问“安倍首相是什么样的人”，孩子们齐声回答“保卫日本的人”。安倍昭惠感动得要落泪。

　　安倍昭惠说，自己的丈夫也认为塚本幼儿园的教育方针太好了。
　　安倍晋三曾打算参观这家幼儿园，后因故未能成行。
　　安倍昭惠担心，如果这家幼儿园的孩子在公立小学上学，“好不容易在塚本幼儿园培育的嫩芽就会动摇”。为避免“前功尽弃”，森友学园建立的“瑞穗之国纪念小学院”将于今年4月开校，名誉校长正是安倍昭惠。

　　“瑞穗之国纪念小学院”起名有讲究。由于安倍正担任首相，这所小学未能按最初的计划起名“安倍晋三纪念小学”，但是“瑞穗之国纪念小学院”的“瑞穗之国”，正是安倍常说的词汇。
　　家长怒斥“虐待孩子”
　　塚本幼儿园的教育方法让家长们满意吗？
　　有的家长说，让儿童唱军歌是对儿童的虐待；有的家长说，自己被蒙蔽，当初觉得离家近才让孩子上这家幼儿园，并不支持军国主义教育；还有的家长愤而给孩子办了退园手续。

　　有日本网民指出，森友学园的教育机构在不知不觉中给孩子洗脑，类似以反华著称的日本宗教法人“幸福的科学”开办的“幸福的科学学园”。
　　很多家长反映过这些问题，但大阪府教育厅置之不理，还批准建“瑞穗之国纪念小学院”。
　　“讨安倍欢心有肉吃”
　　建小学就要买地，结果被人看出其中猫腻，热议“森友学园为什么能以极低价格拿到国有土地？”
　　森友学园用于建立“瑞穗之国纪念小学院”的土地原是大阪府丰中市的国有土地。财务省近畿财务局向森友学园出售这8770平方米土地时，并没有公布出售金额。
　　《朝日新闻》调查显示，这块地出售额为1.34亿日元（约合人民币813万元），仅为附近同等规模国有土地售价的十分之一。即使这1.34亿日元，也是先交2000万日元（1日元约合人民币0.0606元），其他分10年付清，利率只有1%，是极为异常的合同。而且由于已经从国家获得近1.32亿日元的清污费，森友学园实际上几乎免费获得了这块地。
　　针对森友学园以不透明方式获得国有土地的问题，日本共产党议员宫本岳志15日在众议院财务金融委员会会议上展开追究。
　　财务省解释说，之所以没公开土地价格，是因为建设用地检查出了砷，而森友学园担心，家长知道这事后会因不必要的恐慌而不送孩子来这所小学。
《现代日刊》报道此事。　
　　鉴于森友学园与安倍内阁关系亲密，有日本网民慨叹：“塚本幼儿园让孩子们这么早就见识了营私舞弊，这种早期教育和英才教育太厉害了。”
　　对于森友学园买地问题，日本媒体报道比较消极，有网民怀疑“有某种力量在发挥作用”。
　　而安倍声称：“如果我和妻子（与森友学园买地）有关系，我将立即辞去首相和国会议员职务。”
　　园方：“K国人和C国人诽谤”
　　面对批评，笼池泰典声称是阴谋。
　　他日前声明：“最近，互联网上出现对本园诽谤和中伤的博客。专门机构调查结果显示，投稿者是K国人和C国人等不良家长。现在，园方正在采取包括法律措施在内的严肃对应措施。本园为了恢复日本精神，对于居住在日本的极少数K国人和C国人的行为，将坚决应对。”
　　K是“韩国”的英文首字母，C是“中国”的英文首字母。根据日本法务省制定的标准，种族歧视言论包括显著侮辱的言行，例如使用隐语、略语或遮盖一部分文字，煽动某某人滚出去等。笼池泰典的声明明显违法。
　　笼池泰典此后发表了一份看似道歉的声明，“对存在招致外国人误解的表现表示歉意”，但声称“对于恶意的批评，今后将继续坚持坚决斗争的姿态”。
　　这和日本阿帕（APA）酒店被批后的反应如出一辙。阿帕酒店房间放置否认南京大屠杀和强征随军慰安妇罪行的书被曝光后，阿帕集团代表元谷外志雄认为这是“阴谋”。日本右翼分子历来喜欢塑造各种阴谋，并将日本近代史视为各种阴谋的牺牲品。
　　针对森友学园的做法，有日本网民将森友学园与阿帕酒店、幸福的科学、日本第一党等并称“爱国邪教”。　
　　记者：蓝建中 吴铮
　
责任编辑：李伟山 
",201702222013
"
　　原标题：科学家：十年后地球将进入冰川期 四季或出现更迭错乱
　　[环球网综合报道] 科学家预测称，由于太阳活动性降低，地球或于10年后变冷，进入冰川期。
　　据俄罗斯《消息报》2月22日消息，英国科学家对太阳活动周期进行了模拟实验并得出结论称，人类在10-15年后可能将面临全球变冷的情况。
　　科学家表示，太阳活动强度将在2022-2040年间达到最低值，而其近几年的活动强度会降至16-17世纪的最低水平。届时，地球上将出现短暂的冰川期。
　　此外，科学家认为，新的冰川期将持续30年。与此同时，人们将面临四季更迭错乱及北半球粮食减产等问题。（实习编译：孟安茹）
责任编辑：李伟山 
",201702221709
"
　　原标题：美媒：特朗普就任美国总统后首场美朝会谈取消

　　[环球网综合报道] 路透社25日引述美国《华尔街日报》的报道称，美国国务院拒绝核发签证给朝鲜高级官员后，朝鲜和美国自特朗普就任总统以来的首次接触计划已经取消。
　　《华尔街日报》称，朝鲜外务省高级官员崔善熙（Choe Son Hui）和前美国官员间的会谈，原本预计3月1日、2日在纽约举行，但崔善熙拿不到签证后，会谈已经取消。
　　路透社说，目前尚不清楚美国务院为何拒发签证给崔善熙，不过朝鲜2月12日发射弹道导弹以及金正男案，都可能扮演“相当程度的角色”。
　　但是一名美国国务院官员否认了所谓“双轨”讨论已排定。“美国政府没有计划在纽约举行会谈，”这位官员说，并拒绝评论签证事件。
　　报道还称，韩国外交部官员拒绝评论纽约会谈取消的报道，称报道中的会谈不涉及美国和韩国政府。美国驻韩大使馆也未发表评论。
责任编辑：吴颜 
",201702251423
"
　　原标题：大马称金正男死于神经毒剂 另一嫌犯也现中毒反应
2月24日，在马来西亚吉隆坡，一名护士经过停放死亡朝鲜男子遗体的医院。新华社/法新
　　参考消息网2月25日报道 法新社2月24日报道称，马来西亚警方24日说，朝鲜领导人金正恩同父异母的哥哥被人用致命神经毒剂暗杀。这种毒剂用于化学战，并被联合国列为大规模杀伤性武器。
　　警方公布了关于金正男在吉隆坡机场被暗杀的初步毒理学报告。警方说，用于杀害金正男的是无色无味且毒性极强的VX神经毒剂。在对死者眼睛和面部擦拭样本的分析中发现了VX毒剂。
　　2月13日金正男遭袭的监控录像显示，两名女子靠近金正男，似乎把东西涂在了他脸上。不一会儿，他就向机场工作人员寻求帮助，工作人员将他带到一个诊室。
　　马来西亚警方说，他突然发病，在被送到医院前死亡。尸检排除了心脏衰竭的可能，于是调查人员专注于在他脸上涂毒素的看法，韩国坚称这是一场定点暗杀。
　　VX毒剂只需很小的一滴就能对人的中枢神经系统造成致命损害。该毒剂的唯一已知用途是作为化学武器药剂，美国疾病控制和预防中心称，它是“所有神经毒剂中毒性最强的一种”。
　　马环境部长旺·朱奈迪说：“我对凶手在公共场所使用这种危险化学品感到愤怒，这可能导致其他人的大规模死伤。”
　　马来西亚警察总监哈立德·阿布·巴卡尔说：“我们正在调查毒剂是如何进入我国的。”不过他也说：“如果被带入的量很小，我们很难发现。”
　　地区安全专家对法新社说，利用不需经过常规海关检查的外交邮袋将VX毒剂偷运进马来西亚并不难。
　　马方24日公布的消息引起韩国方面的谴责，韩国外交部称这是公然违反《禁止化学武器公约》和其他国际准则。
　　韩国专家说，朝鲜拥有2500-5000吨化学武器储备，其中包括VX毒剂。
　　路透社2月24日报道称，马来西亚警察总监哈立德24日说，涉嫌徒手用剧毒神经毒剂VX毒杀金正男的女嫌犯之一也受到了毒剂的伤害。
　　他说两名女嫌犯在作案后立即洗了手，但其中一人出现中毒反应，“她出现了呕吐”。但他拒绝说明详情。
　　马来西亚警方正在调查这种已知毒性最强的神经毒剂是由外国带入还是本地制造的。哈立德还说，马来西亚当局将全面检查国际机场及嫌犯到过的其他地方，搜寻是否有放射性材料，并做净化处理。
　　哈立德说：“（我们将）全面检查我们了解的嫌犯到过的所有场所。我们将邀请原子能部门的专家前往这些地方，全面搜查，看看是否仍然有放射性（材料）。”
　　这是警方首次提及“放射性材料”。VX毒剂并不含有放射性物质。
　　VX是《禁止化学武器公约》禁止使用的化学武器。专家表示，这种毒剂并无商业用途，并且只能在复杂的化武实验室内制造。
　　朝鲜储存的化学武器据认为在全球排名第三。韩国分析人士称沙林毒气和VX是朝鲜化武项目的发展重点。
　　液体状态的VX毒剂可通过皮肤和眼睛接触被人体吸收，且不易挥发。美国疾病控制和预防中心的资料显示，接触VX后首先会眩晕和恶心，然后迅速转为抽搐和呼吸衰竭并死亡。据美国陆军埃奇伍德化学生物中心的资料，VX可在15分钟内置人于死地。
　　马警方已经逮捕了这两名女子和一名朝鲜男子，还在追缉另外7名朝鲜籍嫌犯，包括朝鲜驻马大使馆一名外交官。马方一再敦促死者亲属前来协助调查，而朝方要求将遗体交给其大使馆，引发两国间关系紧张。
　　另据美联社2月24日报道称，马来西亚警方已表示两名女嫌犯在涂抹毒剂时并没有戴手套，并且作案后迅速洗手。
　　美国佛罗里达大学法医学部门主管、权威毒物学家戈德伯格质疑她们为什么没有受到致命伤害。他说：“如果她们是徒手作案，那么不采取预防措施的话是不可能让金正男接触到VX的。我所知道的唯一预防措施是事先服用解毒剂。”
　　来源：参考消息网
责任编辑：刘光博 
",201702251307
"

　　距离法国总统选举投票还有两个月，一些对本国政坛彻底“死心”的法国人在网上发起请愿，呼吁奥巴马参选。 一个名为obama2017.fr的竞选网站现身网络，请愿者们还将奥巴马的海报贴在巴黎大街小巷。竞选网站上征集签名的请愿书称，法国人已经受够了这五 年的“鬼日子”，为避免再选出一个失败的总统，法国人已下定决心做出彻底的改变：选一个外国人来当法国总统。“奥巴马刚从美国总统的岗位上卸任，他拥有全 球最完美的履历，我们为什么不聘请他来当法国总统？”
责任编辑：吴颜 
",201702251143
"
　　中新网2月25日电 据日媒报道，3月16日至6月25日，介绍有毒生物的“毒毒毒毒毒毒毒毒毒展・痛(剧毒展2)”，将在位于日本东京池袋的阳光水族馆内拉开帷幕。
图片来源：当地水族馆
　　据报道，此次是继2014年夏季迎来约20万人到场参观后，推出的第2弹特别展。会场中将以“防御目的的有毒生物”、“灵活用毒的生物”、“曾致死的生物”3个主题，将约25种生物进行分组，
　　届时，到场者可以在观赏的基础上，通过触觉、嗅觉等五感官来感受毒的存在。
　　据悉，到场者还可以在水族馆的咖啡厅及商店内，购买到外观看似有毒的餐点以及周边商品。
责任编辑：吴颜 
",201702251115
"

资料图：印尼总统佐科。中新社发 顾时宏 摄

　　[环球时报驻澳大利亚、印尼特派特约记者 李锋 游弦鹤 环球时报记者 郭媛丹]“如果不导致局势紧张，我认为印尼与澳大利亚共同进行南海巡航，是非常重要的”，《澳大利亚人报》24日刊登对印尼总统佐科的采访，他的这一表态引起外界关注。25日，佐科将抵达澳大利亚，这是他就任总统以来首次访问这个大洋洲邻国。不过他人还未到，就在澳大利亚引起争议。
　　佐科本来计划去年11月访问澳大利亚，但由于国内爆发大规模游行示威而推迟。印尼与澳大利亚的关系近年来一直处于冷淡状态，两国因难民、电话监听和司法纠纷等问题一度闹得不可开交。有评论认为，此次佐科造访澳大利亚标志着两国关系开始回暖。《悉尼先驱晨报》24日称，佐科访澳的主要内容是贸易和投资，包括推进印度尼西亚—澳大利亚全面经济伙伴关系协定谈判，向澳大利亚市场推销木材、棕榈油、纸浆等产品，以及在堪培拉、墨尔本和珀斯建立三个印尼语中心。
　　但不可否认的是，此访最令外界关注的还是佐科在访问前再次提出的两国共同在南海巡航计划。“我们将与特恩布尔总理就此进行会谈”，佐科在接受《澳大利亚人报》采访时说。报道称，中国渔船和印尼去年在纳土纳群岛海域多次发生冲突。纳土纳群岛是印尼领土中最靠近南海的部分，中国和印尼对纳土纳群岛归属没有争端，但双方在200海里专属经济区的划分问题上有争议，印尼一直担心该群岛周围部分水域与中国的南海九段线主张有重合。
　　去年10月，澳大利亚和印尼外交部门就曾传出“正考虑和平联合巡航南海”的消息。有别于澳方积极向外透露共同巡逻的议题，印尼方面的回应相对低调，一直强调“和平巡航”只是提议，“不针对任何国家”。
　　路透社24日说，传统上印尼在南海争端问题上持中立态度，往往能够在中国与菲律宾和越南这样的东盟成员国之间扮演缓冲角色。但自从两国出现海上专属经济区划分争议后，印尼开始采取强硬态度，去年10月在紧邻南中国海的边缘举行了大规模的军事演习。
　　佐科的共同巡航提议虽然设置了“不导致局势紧张”这个前提，但仍然在澳大利亚掀起热议。“玩火”，澳《每日电讯报》24日以此为题发文称，澳大利亚前国防军司令安格斯·休斯顿警告说，澳参与在南海的巡航“无异于玩火”，“澳大利亚不应在中国南海建设岛礁的12海里范围内参与所谓的航行自由行动，这可能引发（来自中国的）军事反应，我不认为这是一个好主意。”
　　作为一个域外国家，澳大利亚在南海问题上没少说话，但在多大程度上介入这一问题，在澳一直是争议话题：一边是维系目前高水准生活质量的最大贸易伙伴中国，一边是几十年来为自己提供“安全保障”的美国。《每日电讯报》称，佐科提出共同巡航的建议实际上是在检验澳大利亚对印尼的态度，两国关系长期不睦，但彼此作为重要的海上邻国，又都有修复双边关系的强烈愿望。如果澳同意佐科的提议，两国关系无疑将迈出一大步。还有澳媒认为，两国在围堵非法移民和阻断恐怖主义海上通道方面有共同需求，确实有联合巡航的必要。但在哪些海域联合巡航却是一个敏感话题。不过也有评论认为，澳大利亚对美国要求其加入南海巡航的要求都躲躲闪闪，同意加入印尼巡航计划的可能性有多大实在令人怀疑。澳《金融评论报》说，当前的形势是，随着特朗普政府的上台，中国在亚太地区的影响力更加凸显，在菲律宾、马来西亚等东盟国家纷纷强化与中国关系的情况下，发展紧密的对华关系无疑符合澳大利亚的利益。
　　中国海洋问题学者刘锋24日接受《环球时报》采访时表示，此次印尼和澳提出“共同巡航南海”的国际环境有明显变化。一方面南海局势持续向好，有关周边国家合作势头加强；另一方面特朗普政府上台，南海政策正酝酿新的调整。在这个时刻重提该动议，释放试探气球、下先手棋的意味明显。
　　刘锋认为，印尼和澳“共同巡航南海”有很多疑问。澳大利亚在蹚南海浑水这件事上向来是说得多做得少，虚张声势居多；另一方面，对于印尼而言，在目前整个南海局势缓和的大环境下，印尼作为东盟最大的国家，也要顾及中国和东盟关系，不可能一意孤行，所以具体实施尚需观察。
Save
Save
Save
责任编辑：吴颜 
",201702250914
"
　　自特朗普上任以来的首次朝美会谈计划被取消，因为美国国务院已确定拒绝向朝鲜的外交特使崔善熙核发赴美签证。

　　据《华尔街日报》报道，崔善熙原定于3月1日至2日在纽约与美国官员举行会谈。这是特朗普就任美国总统以来朝美官员首次传出接触计划，也是自2011年以来首次传出朝鲜高级特使要访问美国。

　　由于崔善熙未能拿到赴美签证，此次会谈计划已经取消。目前尚不清楚是什么原因导致了美国的拒签。但外界猜测，朝鲜日前的导弹试射以及金正男在马来西亚被杀，或许对拒签决定起到了一定作用。
责任编辑：隗俊 
",201702261200
"
资料图：美国空军的WC-135W
　　[环球网军事2月26日报道]德国《图片报》网站2月23日报道称，欧洲大片地区出现辐射警报，近几个星期来大气中检测到的放射性物质碘131含量增多。从挪威到西班牙的整个中西欧都受到影响。
　　德国联邦辐射防护局21日在回复询问时说，弗莱堡的监测站也在近地大气中检测到了碘131——从而证实了捷克辐射防护部门的类似报道。然而原因完全不明。同时联邦辐射防护局也强调，每立方米百万分之一贝克勒尔的浓度极低，因此没有理由担心。
　　22日，美国空军的五架飞机从伦敦以北的英国米登霍尔皇家空军基地出发向北飞行。其中一架是波音WC-135。由波音707改造而来的该机型极其罕见，仅用于核事故的侦察。近日WC-135就曾在英国上空执行过任务。
　　英国军事专家托马斯·纽迪克表示，美国核辐射侦察机在英国执行任务“十分非同寻常”。他指出，该机型也曾在2011年3月福岛核电站事故中执行过任务。纽迪克说，“飞行与核问题有关几乎是确定无疑的”。
　　WC-135核辐射侦察机22日与三架加油机和一架RC-135侦察机一起启航向北飞行。具体飞往哪里仍是机密。纽迪克说：“这是否关系到一场军事事件我们无法确定。”
　　碘131是一种人工放射性核素，可以用于医学，也会在核电站运行过程中产生。相继检测到特殊高含量的挪威和法国卫生部门强调它不构成健康威胁。因为该物质的量过小，而大气层中也含有该物质。捷克辐射防护部门也表示：“没有任何理由担心它会对人体产生什么影响。”碘131特殊的地方在于：它的半衰期只有8天。这意味着：辐射显然来自于年初所发生的某个事件。一位英国放射线学者说：“释放很有可能就发生在不久之前。”
责任编辑：隗俊 
",201702261026
"
　　[环球网报道 记者 初晓慧]日本共同社2月25日引述联合国报告称，埃及政府从去年8月截获的朝鲜籍船长等乘坐的货轮上扣押了约3万发朝鲜制便携式火箭弹（约132吨）及大量的铁矿石，认为朝鲜采用逃脱制裁的手段，企图进行大规模武器交易。
　　报道还称，此次扣押的朝鲜制同类武器的数量创下最高纪录。有分析认为，以往的安理会制裁决议已全面禁止朝鲜出口武器，但作为该国核及导弹的开发资金来源之一，武器交易仍在继续。
　　共同社认为，藏有火箭弹的集装箱的最终目的地尚不清楚，除埃及外，也可能是运往与朝鲜有军事合作的叙利亚和非洲。
　　共同社引述联合国安理会属下的专家小组报告称，埃及政府去年8月11日在领海截获了从朝鲜开往苏伊士运河的一艘货轮。对船内进行调查后发现，在大量铁矿石下面藏有被拆解的约2.4万发朝鲜制便携式火箭弹，以及约5000发火箭弹的零部件。安理会去年3月通过的决议也禁止朝鲜产铁矿石的交易。
　　报道称从报告中还获悉，朝鲜情报机构“侦察总局”运营的企业利用据点设在马来西亚的公司，欲向非洲的厄立特里亚出口军用无线电设备等。报道又称，有分析认为，朝鲜正在与不履行制裁的非洲各国大力开展贸易。
责任编辑：隗俊 
",201702261045
"
　　中新网2月26日电 综合报道，当地时间25日晚，美国路易斯安那州新奥尔良市的节日游行期间，一辆汽车撞入观看游行的人群，导致多人受伤，12人情况危急。当地警方称，一人被拘留。
　　警方发言人安布里娅·华盛顿称：“据初步数据显示，约12人情况危急。”她不排除随着调查的继续，受伤人数还会增加。
　　目击者称，这辆汽车在撞上另外两辆车后，冲入了人群。目前不清楚此次事件是否系故意袭击，有目击者表示，司机似乎喝醉了。警方则称，此次事件目前没有恐怖主义的嫌疑。
责任编辑：隗俊 
",201702261029
